len of url,no of dots,security sensitive words,no of hyphens in dom,dir_len,no of subdir,domain len,domain token count,path token count,ip present,largest domain_tok_len,avg_dom_token_len,largest path token length,avg path token length,suspicious tld,len_of_file,total dots in file,total delims in file,len_of_argument,no_of_variables,len_of_largest_variable_val,max_no_of_argum_delims,create_age(months),expiry_age(months),update_age(days),zipcode,URL,Label
66,5,0,0,40,2,23,3,2,0,13,7,32,18.5,0,3,3,0,0,0,0,0,58,14,-1,-1,http://servicepaypal.myjino.ru/payus/699137d3633742049e995e977754e89c/...,1
65,6,1,0,13,2,22,3,2,0,14,6.666666667,8,5,0,30,4,0,0,0,0,0,33,3,262,-1,http://www.theplantgrower.com/download/11/UpdateSecurityQuestions.htm...,1
66,5,0,0,13,2,22,3,2,0,15,6.666666667,6,5,0,31,3,0,0,0,0,0,-1,-1,-1,-1,http://festacomfutebol.com.br/images/data/b18223ac0a4a774515c1b4654a9b...,1
30,2,0,0,10,2,16,3,2,0,8,4.666666667,4,3.5,0,4,0,0,0,0,0,0,109,11,26,-1,http://www.finanzal.com/new/dpbx/dpbx,1
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,150,18,1283,-1,http://www.roboticsindia.com/,0
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,200,16,69,11,http://www.generation5.org/,0
22,2,0,0,6,1,16,3,1,0,9,4.666666667,4,4,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://tulsagrad.ou.edu/csdc/,0
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,187,5,5687,32258,http://www.proresplus.com/,0
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,197,55,304,-1,http://www.explorelearning.com/,0
14,1,0,0,1,0,13,2,0,0,9,6,0,0,0,0,0,0,0,0,0,0,144,24,2224,110091,http://amitmehra.com/,0
18,2,0,0,1,0,17,3,0,0,11,5,0,0,0,0,0,0,0,0,0,0,153,15,1046,-1,http://orionrobots.co.uk/,0
66,4,0,0,1,0,10,2,0,0,7,4.5,0,0,0,55,3,0,0,0,0,0,89,7,-1,-1,http://toangel.ru/CIBCOnline%20olbtxn%20Authentication%20SignOn%20cibc...,1
69,5,0,0,30,4,12,2,4,0,9,5.5,11,6.25,0,9,1,0,18,2,0,0,-1,-1,-1,-1,http://hjartholm.no/blog/wp-includes/js/bookmark/index.php?n\x1774256418&...,1
25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,189,3,681,628,http://www.natureschoicetea.com/,0
19,1,0,0,1,0,18,2,0,0,14,8.5,0,0,0,0,0,0,0,0,0,0,143,13,440,-1,http://nytheaterscene.com/,0
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,227,37,89,-1,http://www.patioribs.com/,0
21,2,0,0,1,0,20,3,0,0,13,6,0,0,0,0,0,0,0,0,0,0,-1,20,-1,110067,http://www.thepathfinder.in/,0
29,1,0,0,17,2,12,2,2,0,8,5.5,10,7,0,0,0,0,0,0,0,0,12,24,363,-1,http://haoqin87.com/preview%20/gtex/,1
27,2,0,0,1,0,26,3,0,0,13,8,0,0,0,0,0,0,0,0,0,0,217,23,41,98004,http://computer.howstuffworks.com/,0
66,5,0,0,30,3,16,2,3,0,12,7.5,15,8.666666667,0,6,1,0,14,2,1,0,121,11,46,-1,http://aandgtrading.com/category_images/sim/bookmark/ii.php?fid=4&amp;...,1
66,5,0,0,9,1,24,3,1,0,17,7.333333333,7,7,0,33,3,0,0,0,0,0,-1,-1,-1,-1,http://jfreshphotography.com.au/wp-file/acfd1dedc6a7ee1d365d9be78a49ac...,1
44,5,1,0,9,1,25,3,1,0,18,7.666666667,7,7,0,10,3,0,0,0,0,0,-1,-1,-1,-1,http://futurebusinessexpo.com.au/blogger/Secured...,1
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,193,11,33,33750,http://www.dicolympic.com/,0
20,3,0,0,1,0,19,4,0,0,8,4,0,0,0,0,0,0,0,0,0,0,186,5,593,-1,http://www.liverweb.org.uk/,0
34,3,0,0,11,1,18,4,1,0,8,3.75,9,9,0,5,0,0,0,0,0,0,-1,-1,-1,-1,http://www.maxpower.co.za/templates/chase,1
44,6,1,2,1,0,19,3,0,0,13,5.666666667,0,0,0,24,4,1,0,0,0,0,-1,-1,-1,-1,http://open-pages-fb.at.ua/confirm-accounts.html...,1
25,3,0,1,8,1,17,4,1,0,6,3.5,6,6,0,0,0,0,0,0,0,0,178,14,342,-1,http://www.mm-net.org.uk/school/,0
69,7,0,0,38,4,20,6,4,0,4,2.5,11,8.25,0,11,1,0,0,0,0,0,-1,-1,-1,-1,http://www.cmth.ph.ic.ac.uk/people/a.mackinnon/Lectures/compphys/node24.html,0
29,1,0,0,18,2,11,2,2,0,7,5,10,7.5,0,0,0,0,0,0,0,0,16,20,356,-1,http://ejvoice.com/863d7wwwww/casts/,1
66,7,0,0,44,6,15,3,6,0,7,4.333333333,12,6.166666667,0,7,3,0,0,0,0,0,104,16,166,-1,http://www.devguli.com/blog/wp-includes/js/jquery/ui/www.usaa.com/Ente...,1
53,6,0,0,24,4,26,4,4,0,16,5.75,8,4.75,0,3,3,0,0,0,0,0,18,6,166,-1,http://www.lovelocalleisure.co.uk/includes/image/ubes/3D/...,1
51,5,0,0,16,2,32,3,2,0,24,10,8,6.5,0,3,3,0,0,0,0,0,28,8,110,-1,http://www.contoseroticosgifspornos.com/wp-admin/Yahoo/...,1
15,2,0,0,1,0,14,3,0,0,7,4,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.compsci.ca/,0
66,4,0,0,44,5,18,2,5,0,14,8.5,12,7.6,0,4,3,0,0,0,0,0,112,44,885,-1,http://greenislandtlc.com/form2/css/Billing/information/verification/s...,1
35,3,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,13,1,0,0,0,0,0,165,63,303,10023,http://www.broadwayworld.com/photogame.cfm,0
66,5,0,1,7,1,26,3,1,0,16,8,5,5,0,33,3,0,0,0,0,0,58,14,-1,-1,http://servicepaypal-co.myjino.ru/payuk/703bac7bcd20d65affab7cec4707cb...,1
34,3,0,0,5,1,27,4,1,0,16,6,3,3,0,2,0,0,0,0,0,0,-1,-1,-1,-1,http://www.intuitivaeventos.com.br/mgs/es,1
35,2,0,0,17,2,18,3,2,0,10,5.333333333,7,7,0,0,0,0,0,0,0,0,5,7,150,23401,http://www.cheetahsms.com/modules/dropbox/,1
64,4,0,0,48,2,13,2,2,0,9,6,32,22.5,0,3,3,0,0,0,0,0,120,96,404,-1,http://texstarpt.com/capitalone360/1828f3018f587120ac5361a9c61e67e5/...,1
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,180,57,1915,-1,http://www.bakedeco.com/,0
66,5,0,0,46,5,10,2,5,0,6,4.5,12,8,0,10,4,0,0,0,0,0,30,6,173,-1,http://abyzam.com/wp-includes/upgrade/theme-compat/err/ppnorge/index.h...,1
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,160,8,732,-1,http://www.cricketfundas.com/,0
56,9,1,0,17,3,26,6,3,0,6,3.5,7,4.333333333,0,13,4,0,0,0,0,0,226,14,8,85016,http://hiroba.dqx.jp.imoxl.usa.cc/account/app/svc/login.html...,1
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,183,9,1,-1,http://www.kyelateas.com/,0
54,3,0,0,32,3,18,4,3,0,8,3.75,13,9.333333333,0,4,0,0,0,0,0,0,-1,-1,-1,-1,http://www.football.co.uk/profiles/players/frank-lampard/6450,0
15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,205,35,1755,-1,http://www.upeace.org/,0
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,196,20,104,244,http://www.laywheeler.com/,0
24,2,0,1,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,202,2,291,72076,http://www.kernel-machines.org/,0
56,6,1,2,1,0,21,3,0,0,15,6.333333333,0,0,0,34,4,2,0,0,0,0,-1,-1,-1,-1,http://fb-confirm-page.at.ua/security-confirmation-page.html...,1
66,5,0,0,38,5,21,3,5,0,14,6.333333333,10,6.4,0,7,3,0,0,0,0,0,-1,-1,-1,-1,http://onebeautystore.com.br/downloader/lib/Mage/Backup/Exception/norm...,1
41,4,0,0,16,2,15,4,2,0,4,3,8,6.5,0,10,1,0,0,0,0,0,-1,-1,-1,-1,http://www.math.ubc.ca/~feldman/demos/demo8.html,0
66,4,0,0,48,6,13,2,6,0,10,6,9,6.833333333,0,5,3,0,0,0,0,0,-1,-1,-1,-1,http://cdeashtian.ir/images/pic/porto/googledoc/googledoc/googledoc/md...,1
11,2,0,0,1,0,10,3,0,0,3,2.666666667,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.svi.nl/,0
45,6,1,0,6,1,26,3,1,0,18,8,4,4,0,13,4,0,0,0,0,0,21,3,277,-1,http://www.buzzwordpromotions.biz/cool/update.htm...,1
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,192,60,289,-1,http://www.portwine.com/,0
18,2,1,1,1,0,17,3,0,0,10,5,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://lucky-chip.hol.es/,1
27,2,0,0,1,0,17,3,0,0,9,5,0,0,0,9,0,0,0,0,0,0,218,113,221,-1,http://www.skysports.com/liverpool,0
66,7,0,3,20,2,26,4,2,0,13,5.75,10,8.5,0,20,4,0,0,0,0,0,218,11,-1,-1,http://h62-213-20-50.ip.syzran.ru/modules/mod_footer/enquiryfeeds67.ph...,1
66,4,0,0,20,2,16,2,2,0,12,7.5,10,8.5,0,30,3,3,0,0,0,0,13,11,73,-1,http://babyjalaibee.com/wp-content/plugins/cresta-social-share-counter...,1
25,3,0,0,10,2,15,4,2,0,4,3,4,3.5,0,0,0,0,0,0,0,0,-1,41,-1,-1,http://www.hkbu.edu.hk/~ppp/bth/,0
24,3,0,0,1,0,23,4,0,0,13,5,0,0,0,0,0,0,0,0,0,0,169,23,46,-1,http://www.skillstrainer.co.uk/,0
37,1,0,1,15,2,18,2,2,0,15,8.5,7,6,1,4,0,0,0,0,0,0,-1,-1,-1,-1,http://paypal-exchange.tk/webapps/1e201/home,1
50,6,0,0,16,2,22,3,2,0,15,6.666666667,7,6.5,0,12,4,0,0,0,0,0,-1,-1,-1,-1,http://ezeebookkeeping.com.au/classes/Gdoccc/index.php...,1
43,3,0,0,28,2,15,4,2,0,5,3,17,12.5,0,0,0,0,0,0,0,0,-1,2,690,-1,http://www.sport.co.uk/football/manchester-united/,0
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,173,103,404,-1,http://www.joesalter.com/,0
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,138,48,411,-1,http://www.flickingerwines.com/,0
51,6,1,0,14,1,34,4,1,0,19,7.75,12,12,0,3,3,0,0,0,0,0,95,1,331,510178,http://www.fbcancelblockcode13.fnhost.org/confirmation/...,1
34,3,0,0,1,0,13,3,0,0,7,3.666666667,0,0,0,20,1,1,0,0,0,0,-1,-1,-1,-1,http://1002547.at.ua/incorrect_email.html,1
29,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,4,0,0,0,0,0,0,44,4,257,415,http://www.prideofalleurope.com/feed,0
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,152,4,97,-1,http://www.felgall.com/,0
29,3,0,0,1,0,17,3,0,0,10,5,0,0,0,11,1,0,0,0,0,0,-1,6,-1,-1,http://www.studiosoft.it/Jewelry.htm,0
27,5,0,0,1,0,26,6,0,0,6,3.5,0,0,0,0,0,0,0,0,0,0,226,14,8,85016,http://hiroba.dqx.jp.imxzl.usa.cc/,1
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,196,8,580,-1,http://www.wonderfulflora.com/,0
53,4,0,0,7,1,11,2,1,0,7,5,5,5,0,35,3,0,0,0,0,0,10,2,243,-1,http://dizipat.com/bobbu/b09962066c0faab08fc5ad11b1d1bb19...,1
38,3,0,0,16,2,22,4,2,0,12,4.75,9,6.5,0,0,0,0,0,0,0,0,87,0,0,-1,http://www.srhralliance.or.ke/libraries/data/,1
25,3,0,0,8,2,17,4,2,0,6,3.5,3,2.5,0,0,0,0,0,0,0,0,-1,7,-1,-1,http://www.pluton.com.mx/nab/3D/,1
66,5,0,0,8,1,23,3,1,0,16,7,6,6,0,35,3,0,0,0,0,0,-1,-1,-1,-1,http://www.paisajismodelsur.cl/salawe/e07432676e27d11cdcbbe1da0c16271a...,1
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,213,3,285,91403,http://www.parfumsraffy.com/,0
27,3,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,10,1,0,0,0,0,0,36,12,11,40124,http://www.elmonkey.com/base64.php,1
24,3,0,0,1,0,23,4,0,0,13,5,0,0,0,0,0,0,0,0,0,0,131,13,343,-1,http://www.bluewatchmcfc.co.uk/,0
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,191,1,365,-1,http://www.homegrowntimber.com/,0
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,213,15,277,-1,http://www.andhraprabha.com/,0
15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,220,32,1369,-1,http://www.teaism.com/,0
66,6,0,0,15,2,20,4,2,0,10,4.25,8,6,0,31,3,0,0,0,0,0,-1,43,-1,400018,http://www.shobiziems.co.in/doctopdf/sess/2a59463ea1d6943d2b1087a628ed...,1
32,2,0,2,1,0,31,3,0,0,23,9.666666667,0,0,0,0,0,0,0,0,0,0,199,5,237,148,http://www.boundary-element-method.com/,0
24,2,0,0,6,1,7,2,1,0,4,3,4,4,0,11,1,0,0,0,0,0,122,9,74,-1,http://enti.pl/DATA/action.html,1
34,3,0,0,1,0,22,3,0,0,13,6.666666667,0,0,0,11,1,0,0,0,0,0,69,3,242,-1,http://naso.marinoramirez.com/indexx.html,1
8,1,0,0,1,0,7,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,243,9,115,130,http://eil.com/,0
66,6,0,0,23,3,23,4,3,0,13,5,10,6.333333333,0,20,3,0,0,0,0,0,-1,-1,-1,-1,http://kor.nkhumanrights.or.kr/action/img/wellsfargo/b3bd4c83eab8d8be7...,1
45,7,0,0,3,1,39,5,1,0,13,7,1,1,0,3,3,0,0,0,0,0,3,9,72,-1,http://santander.cl.personas.sma11bus1ness.com/4/...,1
57,5,0,1,29,2,15,2,2,0,12,7,21,13,0,13,4,0,0,0,0,0,-1,-1,-1,-1,http://lissos-shoes.gr/fonts/yahoomailverification/yahoo.html...,1
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,141,27,1495,-1,http://www.jinhuigroup.com/,0
49,6,1,0,13,1,19,3,1,0,13,5.666666667,11,11,0,17,4,0,0,0,0,0,-1,-1,-1,-1,http://pageconfirm17.at.ua/Page_Editor/confirmed.html...,1
34,3,0,0,8,1,26,4,1,0,10,5.75,6,6,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.humanities.mcmaster.ca/~peace/,0
13,2,0,0,1,0,12,3,0,0,4,3.333333333,0,0,0,0,0,0,0,0,0,0,267,9,85,10041,http://www.dtcc.com/,0
66,5,0,0,47,7,12,3,7,0,5,3.333333333,10,5.571428571,0,7,3,0,0,0,0,0,-1,-1,-1,-1,http://forum.gki.tj/wp-content/upgrade/main/content/app/BNPPA/bnp/c708...,1
25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,220,20,213,84105,http://www.groundsforcoffee.com/,0
25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,205,23,47,0,http://www.plausiblefutures.com/,0
18,3,0,0,1,0,17,4,0,0,6,3.5,0,0,0,0,0,0,0,0,0,0,-1,5,-1,-1,http://www.cad.polito.it/,0
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,187,17,615,-1,http://www.farmingmagazine.com/,0
65,4,0,0,9,2,21,2,2,0,17,10,3,3,0,35,3,0,0,0,0,0,34,2,68,400068,http://aadityafoundation.org/aol/aol/0a734a463ac8ddfecbe3cf616b197ceb...,1
66,5,0,0,38,5,21,3,5,0,14,6.333333333,10,6.4,0,7,3,0,0,0,0,0,-1,-1,-1,-1,http://onebeautystore.com.br/downloader/lib/Mage/Backup/Exception/subs...,1
27,2,0,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,177,3,1045,20001,http://www.academyofdiplomacy.org/,0
27,2,0,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,172,44,478,-1,http://www.italiancoffeehouse.com/,0
64,5,0,0,42,2,19,3,2,0,11,5.666666667,32,19.5,0,3,3,0,0,0,0,0,7,5,55,-1,http://web.kiaanevents.com/pagedoc/fea2120b4a8d260c09aefc63bf36941d/...,1
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,225,3,266,17009,http://www.babybjorn.com/,0
41,3,0,0,18,2,16,4,2,0,4,3.25,8,7.5,0,7,0,0,0,0,0,0,-1,-1,-1,-1,https://mail.cms.math.ca/mailman/listinfo/webmath,0
35,3,0,0,6,1,17,3,1,0,9,5,4,4,0,12,1,0,0,0,0,0,204,62,1770,-1,http://www.mathpages.com/home/icalculu.htm,0
66,5,1,0,33,4,24,3,4,0,17,7.333333333,11,7,0,9,3,0,0,0,0,0,-1,-1,-1,-1,http://www.onlinedrankwinkel.nl/js/usaa-secure/usaa-secure/usaa/ineten...,1
50,4,0,0,37,4,10,2,4,0,7,4.5,8,8,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://osscamp.pl/poeosias/xskkswee/oeidppda/doeiidas/...,1
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,194,22,822,-1,http://www.floralartmall.com/,0
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,164,4,502,84097,http://www.amourdesthes.com/,0
17,1,0,0,1,0,16,2,0,0,12,7.5,0,0,0,0,0,0,0,0,0,0,79,5,198,51,http://thisisfutbol.com/,0
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,89,7,139,-1,http://www.robicheauxcandy.com/,0
18,2,0,1,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,54286,http://dblp.uni-trier.de/,0
66,4,0,0,19,2,22,2,2,0,18,10.5,9,8,0,25,3,0,0,0,0,0,26,10,454,-1,http://indianfriedchicken.net/managment/pagedoc/f891354cf4eee06db19a45...,1
66,4,0,1,23,4,16,2,4,0,13,7.5,7,4.5,0,27,3,0,0,0,0,0,54,6,-1,-1,http://evolventa-ekb.ru/images/smilies/Doc/PY/66e1c04ab29aca51d3d7d8bc...,1
27,2,0,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,232,32,1404,-1,http://www.collectorsfirearms.com/,0
66,5,0,0,31,2,17,2,2,0,12,8,15,14,0,18,3,0,0,0,0,0,85,11,1,-1,http://autodefentsa.info/programaslapila/chase.summary/8e99a64e138ea91...,1
66,4,0,1,33,4,17,2,4,0,13,8,10,7,0,5,0,0,11,1,0,0,77,7,158,-1,http://seacon-prefab.com/intro/upgrade/appme1/c82f4fa65a/index?dispatc...,1
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,221,7,170,-1,http://www.4seasonscoffee.com/,0
56,9,1,0,17,3,26,6,3,0,6,3.5,7,4.333333333,0,13,4,0,0,0,0,0,226,14,213,-1,http://hiroba.dqx.jp.ioecy.usa.cc/account/app/svc/login.html...,1
66,6,0,0,31,3,19,3,3,0,11,5.666666667,14,9,0,16,3,1,0,0,0,0,41,18,160,-1,http://www.thedipstick.com/wp-admin/updat/wellsfargo.com/wellsfargo-on...,1
21,1,0,0,6,1,15,2,1,0,11,7,4,4,0,0,0,0,0,0,0,0,46,2,327,23401,http://litefieldng.com/USAA/,1
29,2,0,0,1,0,28,3,0,0,20,8.666666667,0,0,0,0,0,0,0,0,0,0,70,74,1367,90015,http://www.wholesalejewelrytown.com/,0
17,2,0,0,1,0,16,3,0,0,9,4.666666667,0,0,0,0,0,0,0,0,0,0,-1,6,-1,226024,http://www.saharaone.in/,0
34,1,0,1,14,2,12,2,2,0,9,5.5,8,5.5,0,8,0,0,0,0,0,0,87,9,2735,-1,http://szada-art.pl/wp-admin/fej/outlookM,1
46,4,0,0,29,2,11,2,2,0,7,5,19,13,0,6,3,0,0,0,0,0,36,0,363,-1,http://ebuddhi.com/modules/investmentmanagment/ne1...,1
57,5,0,0,24,3,30,3,3,0,23,9.333333333,8,6.666666667,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://pneucarcentroautomotivo.com.br/language/fr-FR/dropbox/...,1
66,5,0,0,43,3,17,3,3,0,9,5,33,13,0,0,0,0,6,1,0,0,52,8,118,-1,http://www.aridfoods.com/V4/MGen/Fae988c5412c2cdfced7bcd4c03df9086/?di...,1
42,5,1,1,1,0,26,3,0,0,14,8,0,0,0,15,3,0,0,0,0,0,67,5,106,27601,http://login-videos18.rhcloud.com/New%20folder...,1
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,245,19,918,30092,http://www.careerbuilder.com/,0
66,6,0,0,12,1,28,4,1,0,17,6.25,10,10,0,26,3,0,0,0,0,0,-1,-1,-1,-1,http://www.simpledentremoval.com.au/wp-content/67a8447c6136c97c0969ac0...,1
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,227,25,29,94104,http://www.milibrary.org/,0
66,5,0,0,24,1,20,3,1,0,12,6,22,22,0,22,3,0,0,0,0,0,3,9,79,84097,http://www.monfactufree.com/freemobilemoncompte589/73677fc90f6b57e994b...,1
29,1,0,0,13,2,16,2,2,0,12,7.5,5,5,0,0,0,0,0,0,0,0,157,11,18,-1,http://mytravelplan.com/fonts/yahoo/,1
15,2,0,0,1,0,14,3,0,0,5,4,0,0,0,0,0,0,0,0,0,0,252,24,150,95125,http://music.ebay.com/,0
42,3,0,0,1,0,26,3,0,0,18,8,0,0,0,15,1,0,0,0,0,0,167,1,345,590016,http://www.allindianewspapers.com/government.html,0
27,3,0,0,1,0,26,4,0,0,15,5.75,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.australianstage.com.au/,0
64,4,0,0,20,3,9,2,3,0,6,4,7,5.333333333,1,35,3,0,0,0,0,0,-1,-1,-1,-1,http://yumero.tk/arc/lendin/SMILING/ba7d7f08d4fc4395339a8dfe86f19a46...,1
66,4,0,0,12,1,21,2,1,0,17,10,10,10,0,33,3,0,0,0,0,0,85,-1,33,-1,http://autoescuelabaruta.com/capitalone/9530e6a37dee9e9672de5636581de8...,1
35,4,0,0,1,0,16,4,0,0,6,3.25,0,0,0,12,1,0,6,1,1,0,-1,-1,-1,-1,http://www.emboss.co.nz/products.php?pid=2,0
66,5,1,1,1,0,19,2,0,0,16,9,0,0,0,14,1,1,32,2,13,1,-1,-1,-1,-1,http://service-verified.cf/user-login.php?cmd=_flow&SESSION=jk7beT6MHp...,1
30,2,0,0,1,0,28,3,0,0,20,8.666666667,0,0,0,1,0,0,0,0,0,0,10,2,240,34000,http://www.zahideninpastabutigi.com/9,1
66,5,0,0,30,5,21,3,5,0,14,6.333333333,9,4.8,0,15,3,0,0,0,0,0,-1,-1,-1,-1,http://www.ecoledelapomme.ch/sio/-/lara/nadee1847/siralah/1fb13eec1c21...,1
66,4,0,0,1,0,14,2,0,0,11,6.5,0,0,0,51,3,0,0,0,0,0,17,7,-1,-1,http://mybuxgalter.ru/CIBCOnline%20olbtxn%20Authentication%20SignOn%20...,1
66,5,1,1,36,7,23,2,7,0,19,11,7,4,0,7,3,0,0,0,0,0,3,9,85,-1,http://mabanque-bnpparibas.net/~ameli/login/amli.fr/free/sm/oo/ve/Port...,1
51,6,0,0,8,1,24,3,1,0,16,7.333333333,6,6,0,19,4,0,0,0,0,0,3,9,62,-1,http://www.financeexceldocs.com/12kGyr/verification.php...,1
66,5,0,0,21,2,31,2,2,0,27,15,11,9,0,14,4,0,0,0,0,0,25,11,22,-1,http://autoservicioslubrirepuestos.com/wp-includes/widgets/Alibaba.htm...,1
53,5,0,0,30,4,20,3,4,0,13,6,7,6.25,0,3,3,0,0,0,0,0,-1,-1,-1,-1,https://www.cardsolutions.eu/plugins/slimdoc/muyidoc/gtex/...,1
12,1,0,0,1,0,11,2,0,0,7,5,0,0,0,0,0,0,0,0,0,0,225,3,267,78333,http://breyton.com/,0
13,2,0,0,1,0,12,3,0,0,4,3.333333333,0,0,0,0,0,0,0,0,0,0,234,6,236,-1,http://www.nlsa.com/,0
64,7,0,0,13,1,32,4,1,0,14,7.25,11,11,0,19,4,0,0,0,0,0,-1,-1,-1,-1,http://equipament.equipamentosac.com.br/dropNew2016/verification.php...,1
50,4,0,0,34,5,13,2,5,0,9,6,7,5.6,0,3,3,0,0,0,0,0,12,24,1,34394,http://hellooyun.com/php/ww2usaa/www32ew/us54/1netlgn/...,1
66,4,0,0,29,4,18,2,4,0,14,8.5,11,6,0,19,3,0,0,0,0,0,152,4,249,-1,http://spiritofarabia.com/var/package/tmp/ALLAHOAKBAR/ee62fc86c4ffb9f5...,1
29,2,0,0,4,1,18,3,1,0,12,5.333333333,2,2,0,7,0,0,0,0,0,0,-1,-1,-1,-1,http://bluestonesmb.co.za/js/theme22,1
18,2,0,0,1,0,17,3,0,0,10,5,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.realmadrid.dk/,0
66,6,1,0,16,2,27,4,2,0,16,6,7,6.5,0,23,3,0,0,0,0,0,-1,-1,-1,-1,http://www.buysaffrononline.com.au/dropbox/update/c66438c5ca6cc0bb5f31...,1
66,7,0,0,16,2,10,2,2,0,6,4.5,8,6.5,0,9,1,0,21,1,0,0,76,8,489,12345,http://khsosi.com/nawaf/bookmark/index.php?.randinboxlight.aspx?n74256...,1
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,190,50,373,-1,http://www.aabstyle.com/,0
66,9,0,1,0,0,66,7,0,0,17,8.142857143,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://appleid.apple.com-subscriptions.manager550000757.bertovic.com.a...,1
66,5,1,0,33,4,22,2,4,0,18,10.5,10,7,0,11,4,0,0,0,0,0,108,12,139,-1,http://salmonriverbrewery.com/blog/wp-content/upLoads/webmail/login.ph...,1
23,3,0,0,1,0,22,4,0,0,12,4.75,0,0,0,0,0,0,0,0,0,0,187,5,220,-1,http://www.liverpoolway.co.uk/,0
66,6,0,0,28,4,17,4,4,0,6,3.5,7,5.75,0,21,3,0,0,0,0,0,-1,-1,-1,-1,http://www.adicon.com.cn/images/qkfiles/201507/Home/dda80ae8b7f55dd8b6...,1
54,2,0,0,25,2,20,3,2,0,12,6,14,11,0,9,0,0,0,0,0,0,210,6,164,75,http://www.sportinglife.com/football/premier-league/liverpool,0
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,197,7,188,-1,http://www.drdangslab.com/,0
